CustomerID,Churn,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,Retired,HasPartner,HasDependents,Education,Gender,DeviceProtection,HasPhoneService,InternetServiceCategory,MultipleLines,OnlineBackup,OnlineSecurity,StreamingMovies,StreamingTelevision,TechnicalSupport
Cust1276,No,222.25,05-01-2012,1846.5,10-May-11,No,Month-to-month,Mailed check,0,2,2,Highschool or below,Female,4,1,2,4,4,4,4,4,4
Cust1277,Yes,497.0,05-01-2012,8714.75,14-Jul-10,Yes,Month-to-month,Electronic check,0,1,2,Highschool or below,Male,4,1,3,7,4,7,7,7,4
Cust1278,Yes,369.25,05-01-2012,4631.25,09-Feb-11,Yes,Month-to-month,Electronic check,0,2,2,Highschool or below,Male,4,1,3,4,4,4,4,4,7
Cust1279,No,405.0,05-01-2012,8418.5,15-May-10,Yes,Month-to-month,Mailed check,0,1,2,Masters,Female,7,1,3,4,4,4,4,4,7
Cust1280,No,103.5,05-01-2012,688.0,10-May-11,Yes,Month-to-month,Mailed check,0,2,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust1281,No,327.5,05-01-2012,2821.75,10-May-11,No,Two year,Mailed check,0,1,2,Highschool or below,Female,4,1,2,4,4,7,7,4,7
Cust1282,No,421.0,05-01-2012,21498.75,28-Oct-07,No,One year,Bank transfer (automatic),0,1,1,Highschool or below,Male,4,1,3,7,7,4,4,4,7
Cust1283,Yes,271.5,05-01-2012,976.5,07-Sep-11,No,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,2,4,4,4,7,4,4
Cust1284,No,101.0,05-01-2012,7063.25,06-May-06,No,Two year,Bank transfer (automatic),0,1,1,Masters,Female,5,1,4,4,5,5,5,5,5
Cust1285,No,528.0,05-01-2012,30343.25,31-May-07,Yes,One year,Credit card (automatic),0,1,2,Highschool or below,Female,7,1,3,4,7,7,7,7,4
Cust1286,No,527.5,05-01-2012,32436.0,02-Dec-06,Yes,Month-to-month,Electronic check,0,1,1,Masters,Male,4,1,3,7,7,7,7,7,4
Cust1287,No,526.5,05-01-2012,2753.0,08-Aug-11,No,Month-to-month,Electronic check,0,2,2,Masters,Male,7,1,3,7,7,4,7,7,4
Cust1288,No,349.0,05-01-2012,7701.75,15-May-10,Yes,Month-to-month,Bank transfer (automatic),0,1,2,Graduation,Female,4,1,3,4,4,4,4,4,4
Cust1289,No,553.0,05-01-2012,39811.0,05-Feb-06,Yes,Two year,Credit card (automatic),0,1,2,Highschool or below,Male,7,1,3,7,7,4,7,7,7
Cust1290,No,538.75,05-01-2012,24414.0,25-Apr-08,Yes,Month-to-month,Bank transfer (automatic),0,1,2,Highschool or below,Male,7,1,3,7,7,4,7,7,4
Cust1291,Yes,228.5,05-01-2012,228.5,06-Dec-11,Yes,Month-to-month,Mailed check,0,2,2,Highschool or below,Male,4,1,2,4,4,4,4,4,4
Cust1292,No,198.5,05-01-2012,3550.25,14-Jun-10,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Female,4,0,2,6,7,4,7,4,4
Cust1293,Yes,426.25,05-01-2012,8672.5,15-May-10,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,7,4,4,4,7,4
Cust1294,No,452.25,05-01-2012,26149.0,01-May-07,Yes,Two year,Credit card (automatic),0,2,2,Graduation,Male,4,1,3,7,4,4,4,7,7
Cust1295,No,307.75,05-01-2012,7909.75,16-Nov-09,No,One year,Electronic check,0,2,2,Highschool or below,Male,4,1,2,7,7,7,4,4,4
Cust1296,No,268.25,05-01-2012,19022.0,06-May-06,Yes,One year,Credit card (automatic),0,1,2,ProfessionalQalification,Male,4,1,2,4,7,7,4,4,4
Cust1297,No,425.25,05-01-2012,4999.0,10-Jan-11,Yes,Month-to-month,Credit card (automatic),0,1,2,Masters,Male,4,1,3,4,7,4,7,4,4
Cust1298,No,459.75,05-01-2012,33074.5,05-Feb-06,Yes,Two year,Credit card (automatic),0,1,1,Masters,Male,7,1,2,7,7,7,7,7,7
Cust1299,No,494.5,05-01-2012,5324.75,11-Mar-11,Yes,One year,Electronic check,0,2,2,Masters,Male,7,1,3,4,4,7,7,7,4
Cust1300,No,403.25,05-01-2012,27712.75,06-May-06,No,Two year,Bank transfer (automatic),0,1,1,ProfessionalQalification,Male,4,1,2,4,7,7,7,7,7
Cust1301,No,281.25,05-01-2012,7271.25,15-Jan-10,Yes,One year,Credit card (automatic),0,1,1,Masters,Male,7,1,2,4,4,7,4,4,4
Cust1302,Yes,268.25,05-01-2012,3481.75,10-Jan-11,No,One year,Credit card (automatic),0,1,1,Highschool or below,Male,4,1,2,4,4,4,7,4,4
Cust1303,No,515.25,05-01-2012,26824.0,28-Sep-07,Yes,Month-to-month,Electronic check,0,2,2,ProfessionalQalification,Male,7,1,3,7,7,4,7,7,4
Cust1304,Yes,404.25,05-01-2012,7004.25,13-Aug-10,No,Month-to-month,Electronic check,0,1,1,ProfessionalQalification,Male,4,1,3,4,4,4,4,7,4
Cust1305,No,124.0,05-01-2012,5123.5,22-Sep-08,Yes,Two year,Mailed check,0,1,1,Highschool or below,Female,5,1,4,7,5,5,5,5,5
Cust1306,No,360.5,05-01-2012,19430.25,30-Jul-07,No,One year,Mailed check,1,2,2,Masters,Female,4,1,2,7,7,4,4,7,7
Cust1307,Yes,275.0,05-01-2012,5232.5,14-Jun-10,Yes,Month-to-month,Credit card (automatic),0,2,2,Highschool or below,Male,7,1,2,4,4,4,4,4,7
Cust1308,No,98.0,05-01-2012,4044.75,22-Sep-08,No,Two year,Mailed check,0,1,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust1309,No,100.75,05-01-2012,4945.25,27-Nov-07,No,One year,Credit card (automatic),0,2,2,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust1310,No,97.0,05-01-2012,4790.75,26-Mar-08,No,Two year,Credit card (automatic),0,1,1,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust1311,No,530.25,05-01-2012,33517.5,02-Dec-06,Yes,One year,Credit card (automatic),0,1,1,ProfessionalQalification,Female,4,1,3,7,7,4,7,7,7
Cust1312,No,98.75,05-01-2012,98.75,06-Dec-11,Yes,Month-to-month,Credit card (automatic),0,2,2,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust1313,No,97.5,05-01-2012,1129.25,11-Mar-11,No,One year,Mailed check,0,2,2,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust1314,No,372.75,05-01-2012,15117.75,23-Aug-08,Yes,Month-to-month,Credit card (automatic),0,1,1,Masters,Male,7,1,2,7,7,7,4,7,4
Cust1315,No,102.75,05-01-2012,480.5,08-Aug-11,No,Month-to-month,Credit card (automatic),0,2,2,Graduation,Female,5,1,4,4,5,5,5,5,5
Cust1316,No,422.75,05-01-2012,18569.75,25-Apr-08,Yes,Month-to-month,Mailed check,0,1,2,ProfessionalQalification,Male,7,1,3,7,4,7,4,4,4
Cust1317,Yes,401.5,05-01-2012,12415.25,20-May-09,Yes,Month-to-month,Credit card (automatic),1,1,2,Masters,Male,4,1,3,4,4,4,7,4,4
Cust1318,Yes,302.0,05-01-2012,1360.75,07-Sep-11,Yes,Month-to-month,Mailed check,0,2,2,Masters,Female,4,1,2,4,7,7,4,4,7
Cust1319,No,475.75,05-01-2012,11978.5,16-Dec-09,Yes,Month-to-month,Electronic check,0,1,2,Masters,Female,4,1,3,4,4,4,7,7,7
Cust1320,Yes,349.5,05-01-2012,349.5,06-Dec-11,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,4,4,4,4,4,4
Cust1321,No,440.25,05-01-2012,4006.5,10-Apr-11,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Male,4,1,3,7,4,7,7,4,4
Cust1322,No,455.0,05-01-2012,15902.5,19-Feb-09,No,Month-to-month,Credit card (automatic),1,2,2,Graduation,Male,4,1,3,7,4,7,7,4,4
Cust1323,No,533.25,05-01-2012,8360.5,13-Aug-10,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Male,7,1,3,7,7,7,4,7,7
Cust1324,No,98.0,05-01-2012,3586.5,21-Nov-08,No,Month-to-month,Electronic check,0,1,1,Highschool or below,Male,5,1,4,4,5,5,5,5,5
Cust1325,No,334.0,05-01-2012,23445.75,07-Mar-06,No,One year,Bank transfer (automatic),0,1,2,Masters,Female,7,0,2,6,7,7,7,7,7
Cust1326,Yes,425.75,05-01-2012,2518.0,09-Jul-11,Yes,Month-to-month,Bank transfer (automatic),1,2,2,Highschool or below,Male,4,1,3,4,4,7,4,7,4
Cust1327,Yes,480.75,05-01-2012,15096.25,20-May-09,Yes,Month-to-month,Credit card (automatic),1,2,2,Highschool or below,Male,4,1,3,7,4,4,7,7,4
Cust1328,No,224.0,05-01-2012,2796.0,11-Dec-10,No,Month-to-month,Bank transfer (automatic),0,1,1,Highschool or below,Male,4,1,2,4,4,4,4,4,4
Cust1329,No,346.5,05-01-2012,9065.5,16-Dec-09,Yes,Month-to-month,Electronic check,1,1,2,Masters,Female,4,1,3,4,4,4,4,4,4
Cust1330,No,420.5,05-01-2012,8687.25,15-Apr-10,Yes,Month-to-month,Electronic check,0,2,2,Graduation,Male,4,1,3,7,4,4,7,4,4
Cust1331,No,250.75,05-01-2012,250.75,06-Dec-11,Yes,Month-to-month,Mailed check,0,2,2,Masters,Male,4,1,2,4,7,4,4,4,4
Cust1332,No,245.25,05-01-2012,245.25,06-Dec-11,No,Month-to-month,Mailed check,0,2,2,Highschool or below,Male,4,1,2,4,4,4,4,4,7
Cust1333,No,476.0,05-01-2012,33358.5,06-May-06,Yes,Two year,Credit card (automatic),0,1,1,ProfessionalQalification,Male,4,1,3,4,4,4,7,7,7
Cust1334,Yes,351.5,05-01-2012,351.5,06-Dec-11,Yes,Month-to-month,Electronic check,1,1,2,ProfessionalQalification,Male,4,1,3,4,4,4,4,4,4
Cust1335,Yes,389.75,05-01-2012,16920.0,24-Jul-08,Yes,Month-to-month,Credit card (automatic),0,1,1,ProfessionalQalification,Female,4,1,3,4,4,4,4,7,4
Cust1336,No,327.5,05-01-2012,19006.5,02-Mar-07,No,One year,Mailed check,0,1,1,Masters,Female,4,1,2,7,7,7,4,4,7
Cust1337,No,456.25,05-01-2012,23691.5,28-Sep-07,No,One year,Electronic check,0,2,2,ProfessionalQalification,Male,7,1,3,4,4,7,4,7,4
Cust1338,No,126.25,05-01-2012,4738.75,22-Oct-08,Yes,One year,Credit card (automatic),0,1,1,Highschool or below,Male,4,0,2,6,4,4,4,4,4
Cust1339,No,125.5,05-01-2012,6378.0,29-Aug-07,No,Two year,Credit card (automatic),1,1,2,Highschool or below,Female,5,1,4,7,5,5,5,5,5
Cust1340,Yes,345.5,05-01-2012,7373.75,15-Apr-10,Yes,Month-to-month,Electronic check,1,1,2,Masters,Male,4,1,3,4,4,4,4,4,4
Cust1341,Yes,505.25,05-01-2012,11959.0,15-Jan-10,Yes,Month-to-month,Electronic check,0,1,2,Graduation,Male,7,1,3,7,4,4,7,7,4
Cust1342,Yes,506.75,05-01-2012,11585.5,16-Mar-10,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Highschool or below,Male,4,1,3,7,4,7,7,7,4
Cust1343,No,353.5,05-01-2012,18850.0,30-Jul-07,Yes,One year,Electronic check,0,1,1,Highschool or below,Male,4,1,2,7,7,4,4,7,7
Cust1344,Yes,446.25,05-01-2012,9539.25,16-Mar-10,No,Month-to-month,Electronic check,0,2,2,Masters,Female,4,1,3,4,4,4,7,7,4
Cust1345,Yes,399.25,05-01-2012,7358.75,14-Jun-10,Yes,Month-to-month,Electronic check,1,2,2,Highschool or below,Male,7,1,3,7,4,4,4,4,4
Cust1346,No,220.0,05-01-2012,220.0,06-Dec-11,No,Month-to-month,Electronic check,1,2,2,ProfessionalQalification,Male,4,1,2,4,4,4,4,4,4
Cust1347,No,354.25,05-01-2012,23694.25,04-Aug-06,Yes,One year,Bank transfer (automatic),1,1,2,Graduation,Female,7,1,2,7,7,4,4,7,4
Cust1348,No,500.25,05-01-2012,19052.75,21-Dec-08,Yes,Month-to-month,Electronic check,0,2,2,Masters,Female,7,1,3,7,4,4,7,7,4
Cust1349,No,395.75,05-01-2012,20092.75,28-Oct-07,Yes,Month-to-month,Bank transfer (automatic),0,1,1,Masters,Female,4,1,3,4,7,7,4,4,4
Cust1350,No,500.25,05-01-2012,24170.0,26-Jan-08,Yes,Month-to-month,Credit card (automatic),0,1,2,Highschool or below,Female,7,1,3,4,4,4,7,7,7
Cust1351,No,299.0,05-01-2012,4124.25,11-Nov-10,Yes,Month-to-month,Credit card (automatic),0,2,1,Graduation,Female,7,1,2,4,4,4,4,7,4
Cust1352,No,122.25,05-01-2012,7465.5,02-Mar-07,No,Two year,Electronic check,0,2,2,ProfessionalQalification,Female,5,1,4,7,5,5,5,5,5
Cust1353,Yes,499.75,05-01-2012,15933.25,19-Jun-09,Yes,Month-to-month,Electronic check,1,2,2,Highschool or below,Female,4,1,3,7,7,4,7,7,4
Cust1354,Yes,229.0,05-01-2012,229.0,06-Dec-11,No,Month-to-month,Electronic check,0,2,2,Highschool or below,Female,4,1,2,4,4,4,4,4,4
Cust1355,Yes,376.5,05-01-2012,376.5,06-Dec-11,No,Month-to-month,Electronic check,0,2,2,Graduation,Female,7,1,3,4,4,4,4,4,4
Cust1356,No,502.75,05-01-2012,27574.75,31-May-07,Yes,One year,Electronic check,0,1,2,Graduation,Male,4,1,3,7,4,7,7,7,4
Cust1357,No,100.0,05-01-2012,4051.5,23-Aug-08,No,Two year,Mailed check,0,2,2,ProfessionalQalification,Female,5,1,4,4,5,5,5,5,5
Cust1358,No,101.5,05-01-2012,7005.75,05-Feb-06,No,Two year,Bank transfer (automatic),0,1,1,Graduation,Male,5,1,4,4,5,5,5,5,5
Cust1359,Yes,476.25,05-01-2012,22121.0,26-Mar-08,No,One year,Credit card (automatic),1,2,2,Graduation,Female,4,1,3,4,7,4,7,7,4
Cust1360,No,476.5,05-01-2012,27837.25,01-May-07,Yes,Month-to-month,Credit card (automatic),1,1,1,Highschool or below,Female,7,1,3,4,7,4,4,7,7
Cust1361,No,582.5,05-01-2012,31912.75,30-Jun-07,Yes,Month-to-month,Electronic check,1,2,2,Masters,Male,7,1,3,7,7,7,7,7,7
Cust1362,Yes,499.75,05-01-2012,2738.25,09-Jul-11,Yes,Month-to-month,Mailed check,0,2,2,ProfessionalQalification,Female,7,1,3,4,4,4,7,7,7
Cust1363,No,522.5,05-01-2012,32954.0,02-Nov-06,No,One year,Credit card (automatic),0,2,2,ProfessionalQalification,Male,7,1,3,7,7,7,4,7,7
Cust1364,No,283.75,05-01-2012,2516.25,11-Mar-11,Yes,Month-to-month,Bank transfer (automatic),0,2,2,Masters,Male,4,1,2,4,4,4,7,4,4
Cust1365,No,372.25,05-01-2012,18609.5,27-Dec-07,Yes,Two year,Bank transfer (automatic),0,2,2,Graduation,Female,7,1,2,4,4,4,7,7,7
Cust1366,Yes,542.25,05-01-2012,35882.75,05-Jun-06,No,One year,Electronic check,0,2,2,Masters,Male,7,1,3,7,7,4,7,7,7
Cust1367,No,272.5,05-01-2012,11505.75,24-Jul-08,No,Month-to-month,Mailed check,0,1,1,Graduation,Male,4,1,2,4,7,7,4,4,4
